date,country,state,city,ibgeID,newCases,totalCases
2020-03-23,Brazil,SP,Campinas/SP,3509502,0,4
2020-03-23,Brazil,SP,Guarulhos/SP,3518800,0,1
2020-03-23,Brazil,SP,Barueri/SP,3505708,0,1
2020-03-23,Brazil,SP,Cotia/SP,3513009,0,2
2020-03-23,Brazil,MG,Uberaba/MG,3170107,0,3
2020-03-23,Brazil,SC,ESTRANGEIRO/SC,42,0,2
2020-03-23,Brazil,RS,Serafina Corrêa/RS,4320404,0,2
2020-03-23,Brazil,RS,Torres/RS,4321501,0,3
2020-03-23,Brazil,RS,Farroupilha/RS,4307906,0,1
2020-03-23,Brazil,MS,Sidrolândia/MS,5007901,0,1
2020-03-23,Brazil,BA,Lauro de Freitas/BA,2919207,0,3
2020-03-23,Brazil,BA,Itabuna/BA,2914802,0,1
2020-03-23,Brazil,RJ,Miguel Pereira/RJ,3302908,0,1
2020-03-23,Brazil,RS,Alvorada/RS,4300604,0,2
2020-03-23,Brazil,RS,Erechim/RS,4307005,0,3
2020-03-23,Brazil,PI,Teresina/PI,2211001,0,6
2020-03-23,Brazil,SP,Taubaté/SP,3554102,0,1
2020-03-23,Brazil,SP,Suzano/SP,3552502,0,1
2020-03-23,Brazil,RO,Ji-Paraná/RO,1100122,0,1
2020-03-23,Brazil,CE,Juazeiro do Norte/CE,2307304,0,1
2020-03-23,Brazil,CE,NÃO ESPECIFICADA/CE,23,0,1
2020-03-23,Brazil,AP,Macapá/AP,1600303,0,1
2020-03-23,Brazil,SC,Itajaí/SC,4208203,0,7
2020-03-23,Brazil,SC,Navegantes/SC,4211306,0,1
2020-03-23,Brazil,SC,Pomerode/SC,4213203,0,1
2020-03-23,Brazil,SC,Imbituba/SC,4207304,0,2
2020-03-23,Brazil,SC,Chapecó/SC,4204202,0,2
2020-03-23,Brazil,PR,Guaíra/PR,4108809,0,1
2020-03-23,Brazil,BA,Camaçari/BA,2905701,0,1
2020-03-23,Brazil,RJ,Petrópolis/RJ,3303906,0,3
2020-03-23,Brazil,RS,Ivoti/RS,4310801,0,2
2020-03-23,Brazil,RS,Charqueadas/RS,4305355,0,1
2020-03-23,Brazil,RS,São Leopoldo/RS,4318705,0,1
2020-03-23,Brazil,RS,Taquara/RS,4321204,0,1
2020-03-23,Brazil,RS,Dois Irmãos/RS,4306403,0,1
2020-03-23,Brazil,RS,Eldorado do Sul/RS,4306767,0,1
2020-03-23,Brazil,ES,Cariacica/ES,3201308,0,1
2020-03-23,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,1
2020-03-23,Brazil,RN,Parnamirim/RN,2403251,0,3
2020-03-23,Brazil,MG,Poços de Caldas/MG,3151800,0,1
2020-03-23,Brazil,SP,Osasco/SP,3534401,0,1
2020-03-23,Brazil,SP,Hortolândia/SP,3519071,0,1
2020-03-23,Brazil,SP,Mogi das Cruzes/SP,3530607,0,1
2020-03-23,Brazil,RS,Bento Gonçalves/RS,4302105,0,2
2020-03-23,Brazil,PR,Ponta Grossa/PR,4119905,0,1
2020-03-23,Brazil,PR,Pato Branco/PR,4118501,0,1
2020-03-23,Brazil,SC,Jaguaruna/SC,4208807,0,1
2020-03-23,Brazil,MT,Várzea Grande/MT,5108402,0,1
2020-03-23,Brazil,SP,Valinhos/SP,3556206,0,1
2020-03-23,Brazil,SP,Taboão da Serra/SP,3552809,0,1
2020-03-23,Brazil,SP,Poá/SP,3539806,0,1
2020-03-23,Brazil,SP,Caieiras/SP,3509007,0,1
2020-03-23,Brazil,MS,Ponta Porã/MS,5006606,0,1
2020-03-23,Brazil,SE,Nossa Senhora da Glória/SE,2804508,0,1
2020-03-23,Brazil,RO,Porto Velho/RO,1100205,0,2
2020-03-23,Brazil,RR,Boa Vista/RR,1400100,0,2
2020-03-23,Brazil,RS,Carlos Barbosa/RS,4304804,0,1
2020-03-23,Brazil,RS,Estância Velha/RS,4307609,0,1
2020-03-23,Brazil,RS,Estrela/RS,4307807,0,1
2020-03-23,Brazil,RS,Lajeado/RS,4311403,0,3
2020-03-23,Brazil,RS,Viamão/RS,4323002,0,1
2020-03-23,Brazil,RN,Mossoró/RN,2408003,0,1
2020-03-23,Brazil,BA,Barreiras/BA,2903201,0,1
2020-03-23,Brazil,PR,FORA DO ESTADO/PR,41,0,5
2020-03-23,Brazil,AM,Parintins/AM,1303403,0,1
2020-03-23,Brazil,BA,Conceição do Jacuípe/BA,2908507,0,1
2020-03-23,Brazil,RS,Santo Antônio da Patrulha/RS,4317608,0,1
2020-03-23,Brazil,SC,Lages/SC,4209300,0,1
2020-03-23,Brazil,RS,Osório/RS,4313508,0,1
2020-03-23,Brazil,TOTAL,TOTAL,0,339,1959
2020-03-24,Brazil,SP,São Paulo/SP,3550308,31,718
2020-03-24,Brazil,ES,Vila Velha/ES,3205200,4,17
2020-03-24,Brazil,BA,Feira de Santana/BA,2910800,2,8
2020-03-24,Brazil,RJ,Rio de Janeiro/RJ,3304557,64,276
2020-03-24,Brazil,DF,Brasília/DF,5300108,31,177
2020-03-24,Brazil,AL,Maceió/AL,2704302,2,9
2020-03-24,Brazil,RJ,Niterói/RJ,3303302,2,12
2020-03-24,Brazil,RS,Porto Alegre/RS,4314902,7,48
2020-03-24,Brazil,PR,Curitiba/PR,4106902,6,40
2020-03-24,Brazil,SC,Florianópolis/SC,4205407,1,16
2020-03-24,Brazil,GO,Goiânia/GO,5208707,3,15
2020-03-24,Brazil,BA,Salvador/BA,2927408,11,48
2020-03-24,Brazil,AM,Manaus/AM,1302603,14,45
2020-03-24,Brazil,MS,Campo Grande/MS,5002704,3,22
2020-03-24,Brazil,SE,Aracaju/SE,2800308,5,12
2020-03-24,Brazil,ES,Linhares/ES,3203205,1,3
2020-03-24,Brazil,ES,Vitória/ES,3205309,1,15
2020-03-24,Brazil,CE,Fortaleza/CE,2304400,19,172
2020-03-24,Brazil,MG,Belo Horizonte/MG,3106200,2,89
2020-03-24,Brazil,GO,Anápolis/GO,5201108,1,3
2020-03-24,Brazil,AC,Rio Branco/AC,1200401,4,21
2020-03-24,Brazil,SC,Balneário Camboriú/SC,4202008,1,7
2020-03-24,Brazil,PB,João Pessoa/PB,2507507,1,2
2020-03-24,Brazil,SP,Guarulhos/SP,3518800,4,5
2020-03-24,Brazil,SC,Tubarão/SC,4218707,2,8
2020-03-24,Brazil,CE,Sobral/CE,2312908,1,4
2020-03-24,Brazil,RS,Serafina Corrêa/RS,4320404,1,3
2020-03-24,Brazil,RS,Torres/RS,4321501,1,4
2020-03-24,Brazil,SC,São José/SC,4216602,1,5
2020-03-24,Brazil,PI,Teresina/PI,2211001,2,8
2020-03-24,Brazil,SC,Itajaí/SC,4208203,3,10
2020-03-24,Brazil,SC,Navegantes/SC,4211306,2,3
2020-03-24,Brazil,SC,Imbituba/SC,4207304,2,4
2020-03-24,Brazil,RS,Canoas/RS,4304606,1,6
2020-03-24,Brazil,RN,Parnamirim/RN,2403251,1,4
2020-03-24,Brazil,SC,Jaguaruna/SC,4208807,1,2
2020-03-24,Brazil,RO,Porto Velho/RO,1100205,2,4
2020-03-24,Brazil,RR,Boa Vista/RR,1400100,6,8
2020-03-24,Brazil,RS,Lajeado/RS,4311403,2,5
2020-03-24,Brazil,AM,Parintins/AM,1303403,1,2
2020-03-24,Brazil,SP,FORA DO ESTADO/SP,35,3,8
2020-03-24,Brazil,BA,Juazeiro/BA,2918407,1,2
2020-03-24,Brazil,RS,Capão da Canoa/RS,4304630,1,2
2020-03-24,Brazil,PR,Cascavel/PR,4104808,1,2
2020-03-24,Brazil,BA,Conde/BA,2908606,1,1
2020-03-24,Brazil,BA,Teixeira de Freitas/BA,2931350,1,1
2020-03-24,Brazil,PR,Telêmaco Borba/PR,4127106,1,1
2020-03-24,Brazil,PR,Paranavaí/PR,4118402,1,1
2020-03-24,Brazil,SP,ESTRANGEIRO/SP,35,27,27
2020-03-24,Brazil,RJ,Volta Redonda/RJ,3306305,4,4
2020-03-24,Brazil,RJ,Campos dos Goytacazes/RJ,3301009,1,1
2020-03-24,Brazil,RJ,Duque de Caxias/RJ,3301702,1,1
2020-03-24,Brazil,RS,Garibaldi/RS,4308607,1,1
2020-03-24,Brazil,SC,FORA DO ESTADO/SC,42,5,5
2020-03-24,Brazil,SC,Camboriú/SC,4203204,2,2
2020-03-24,Brazil,SC,Laguna/SC,4209409,1,1
2020-03-24,Brazil,SC,São Ludgero/SC,4217006,1,1
2020-03-24,Brazil,SC,Tijucas/SC,4218004,1,1
2020-03-24,Brazil,GO,Valparaíso de Goiás/GO,5221858,2,2
2020-03-24,Brazil,CE,Mauriti/CE,2308104,1,1
2020-03-24,Brazil,RS,Anta Gorda/RS,4300703,1,1
2020-03-24,Brazil,RS,NÃO ESPECIFICADA/RS,43,1,1
2020-03-24,Brazil,RS,Paraí/RS,4314001,1,1
2020-03-24,Brazil,MT,Nova Monte Verde/MT,5108956,1,1
2020-03-24,Brazil,RJ,Barra Mansa/RJ,3300407,0,1
2020-03-24,Brazil,SP,Santana de Parnaíba/SP,3547304,0,2
2020-03-24,Brazil,MG,Divinópolis/MG,3122306,0,1
2020-03-24,Brazil,RS,Campo Bom/RS,4303905,0,2
2020-03-24,Brazil,PE,Recife/PE,2611606,0,30
2020-03-24,Brazil,RS,Caxias do Sul/RS,4305108,0,2
2020-03-24,Brazil,PR,Cianorte/PR,4105508,0,6
2020-03-24,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,1
2020-03-24,Brazil,MG,Ipatinga/MG,3131307,0,1
2020-03-24,Brazil,GO,Rio Verde/GO,5218805,0,5
2020-03-24,Brazil,RN,Natal/RN,2408102,0,9
2020-03-24,Brazil,SC,Joinville/SC,4209102,0,4
2020-03-24,Brazil,SC,Rancho Queimado/SC,4214300,0,2
2020-03-24,Brazil,PE,ESTRANGEIRO/PE,26,0,3
2020-03-24,Brazil,MG,Juiz de Fora/MG,3136702,0,8
2020-03-24,Brazil,MG,Patrocínio/MG,3148103,0,1
2020-03-24,Brazil,SP,Carapicuíba/SP,3510609,0,2
2020-03-24,Brazil,SC,Braço do Norte/SC,4202800,0,9
2020-03-24,Brazil,SP,São Bernardo do Campo/SP,3548708,0,4
2020-03-24,Brazil,SP,São Caetano do Sul/SP,3548807,0,4
2020-03-24,Brazil,MG,Coronel Fabriciano/MG,3119401,0,1
2020-03-24,Brazil,SP,Mauá/SP,3529401,0,2
2020-03-24,Brazil,CE,Aquiraz/CE,2301000,0,6
2020-03-24,Brazil,BA,Porto Seguro/BA,2925303,0,8
2020-03-24,Brazil,PE,Belo Jardim/PE,2601706,0,1
2020-03-24,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,3
2020-03-24,Brazil,BA,Prado/BA,2925501,0,2
2020-03-24,Brazil,SP,Santo André/SP,3547809,0,12
2020-03-24,Brazil,MG,Nova Lima/MG,3144805,0,7
2020-03-24,Brazil,MG,Sete Lagoas/MG,3167202,0,2
2020-03-24,Brazil,MG,Uberlândia/MG,3170206,0,7
2020-03-24,Brazil,PR,Campo Largo/PR,4104204,0,1
2020-03-24,Brazil,PR,Pinhais/PR,4119152,0,2
2020-03-24,Brazil,PR,Londrina/PR,4113700,0,3
2020-03-24,Brazil,TO,Palmas/TO,1721000,0,7
2020-03-24,Brazil,GO,Jataí/GO,5211909,0,1
2020-03-24,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,2
2020-03-24,Brazil,PR,Maringá/PR,4115200,0,1
2020-03-24,Brazil,PR,Foz do Iguaçu/PR,4108304,0,4
2020-03-24,Brazil,PA,Belém/PA,1501402,0,4
2020-03-24,Brazil,SE,Propriá/SE,2805703,0,2
2020-03-24,Brazil,RJ,Guapimirim/RJ,3301850,0,1
2020-03-24,Brazil,SP,Jaguariúna/SP,3524709,0,1
2020-03-24,Brazil,SP,São José do Rio Preto/SP,3549805,0,1
2020-03-24,Brazil,SP,Campinas/SP,3509502,0,4
2020-03-24,Brazil,SP,Barueri/SP,3505708,0,1
2020-03-24,Brazil,SP,Cotia/SP,3513009,0,2
2020-03-24,Brazil,MG,Uberaba/MG,3170107,0,3
2020-03-24,Brazil,SC,ESTRANGEIRO/SC,42,0,2
2020-03-24,Brazil,RS,Farroupilha/RS,4307906,0,1
2020-03-24,Brazil,MS,Sidrolândia/MS,5007901,0,1
2020-03-24,Brazil,BA,Lauro de Freitas/BA,2919207,0,3
2020-03-24,Brazil,BA,Itabuna/BA,2914802,0,1
2020-03-24,Brazil,RJ,Miguel Pereira/RJ,3302908,0,1
2020-03-24,Brazil,RS,Bagé/RS,4301602,0,7
2020-03-24,Brazil,RS,Alvorada/RS,4300604,0,2
2020-03-24,Brazil,RS,Erechim/RS,4307005,0,3
2020-03-24,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,3
2020-03-24,Brazil,SP,Taubaté/SP,3554102,0,1
2020-03-24,Brazil,SP,Suzano/SP,3552502,0,1
2020-03-24,Brazil,RO,Ji-Paraná/RO,1100122,0,1
2020-03-24,Brazil,CE,Juazeiro do Norte/CE,2307304,0,1
2020-03-24,Brazil,CE,NÃO ESPECIFICADA/CE,23,0,1
2020-03-24,Brazil,AP,Macapá/AP,1600303,0,1
2020-03-24,Brazil,SC,Pomerode/SC,4213203,0,1
2020-03-24,Brazil,SC,Jaraguá do Sul/SC,4208906,0,2
2020-03-24,Brazil,SC,Criciúma/SC,4204608,0,9
2020-03-24,Brazil,SC,Chapecó/SC,4204202,0,2
2020-03-24,Brazil,PR,Guaíra/PR,4108809,0,1
2020-03-24,Brazil,BA,Camaçari/BA,2905701,0,1
2020-03-24,Brazil,RJ,Petrópolis/RJ,3303906,0,3
2020-03-24,Brazil,RS,Ivoti/RS,4310801,0,2
2020-03-24,Brazil,RS,Charqueadas/RS,4305355,0,1
2020-03-24,Brazil,RS,São Leopoldo/RS,4318705,0,1
2020-03-24,Brazil,RS,Taquara/RS,4321204,0,1
2020-03-24,Brazil,RS,Dois Irmãos/RS,4306403,0,1
2020-03-24,Brazil,RS,Eldorado do Sul/RS,4306767,0,1
2020-03-24,Brazil,ES,Cariacica/ES,3201308,0,1
2020-03-24,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,1
2020-03-24,Brazil,MA,São Luís/MA,2111300,0,8
2020-03-24,Brazil,MG,Mariana/MG,3140001,0,2
2020-03-24,Brazil,MG,Poços de Caldas/MG,3151800,0,1
2020-03-24,Brazil,SP,Osasco/SP,3534401,0,1
2020-03-24,Brazil,SP,São José dos Campos/SP,3549904,0,2
2020-03-24,Brazil,SP,Hortolândia/SP,3519071,0,1
2020-03-24,Brazil,SP,Mogi das Cruzes/SP,3530607,0,1
2020-03-24,Brazil,RS,Bento Gonçalves/RS,4302105,0,2
2020-03-24,Brazil,MT,Cuiabá/MT,5103403,0,5
2020-03-24,Brazil,PR,Ponta Grossa/PR,4119905,0,1
2020-03-24,Brazil,PR,Pato Branco/PR,4118501,0,1
2020-03-24,Brazil,SC,Gravatal/SC,4206207,0,2
2020-03-24,Brazil,MT,Várzea Grande/MT,5108402,0,1
2020-03-24,Brazil,SP,Valinhos/SP,3556206,0,1
2020-03-24,Brazil,SP,Taboão da Serra/SP,3552809,0,1
2020-03-24,Brazil,SP,Poá/SP,3539806,0,1
2020-03-24,Brazil,SP,Caieiras/SP,3509007,0,1
2020-03-24,Brazil,MS,Ponta Porã/MS,5006606,0,1
2020-03-24,Brazil,SE,Nossa Senhora da Glória/SE,2804508,0,1
2020-03-24,Brazil,RS,Carlos Barbosa/RS,4304804,0,1
2020-03-24,Brazil,RS,Estância Velha/RS,4307609,0,1
2020-03-24,Brazil,RS,Estrela/RS,4307807,0,1
2020-03-24,Brazil,RS,Santa Maria/RS,4316907,0,2
2020-03-24,Brazil,RS,Viamão/RS,4323002,0,1
2020-03-24,Brazil,RN,Mossoró/RN,2408003,0,1
2020-03-24,Brazil,BA,Barreiras/BA,2903201,0,1
2020-03-24,Brazil,SP,São Sebastião/SP,3550704,0,2
2020-03-24,Brazil,PE,Olinda/PE,2609600,0,2
2020-03-24,Brazil,PR,FORA DO ESTADO/PR,41,0,5
2020-03-24,Brazil,BA,Conceição do Jacuípe/BA,2908507,0,1
2020-03-24,Brazil,RS,Santo Antônio da Patrulha/RS,4317608,0,1
2020-03-24,Brazil,SC,Blumenau/SC,4202404,0,7
2020-03-24,Brazil,SC,Lages/SC,4209300,0,1
2020-03-24,Brazil,RS,Osório/RS,4313508,0,1
2020-03-24,Brazil,SP,Iracemápolis/SP,3521408,0,1
2020-03-24,Brazil,SP,Jundiaí/SP,3525904,0,1
2020-03-24,Brazil,SP,Embu/SP,3515004,0,1
2020-03-24,Brazil,RJ,São Gonçalo/RJ,3304904,0,3
2020-03-24,Brazil,BA,Jequié/BA,2918001,0,1
2020-03-24,Brazil,BA,Brumado/BA,2904605,0,1
2020-03-24,Brazil,MG,Betim/MG,3106705,0,1
2020-03-24,Brazil,MG,Bom Despacho/MG,3107406,0,1
2020-03-24,Brazil,MG,Campos Altos/MG,3111507,0,1
2020-03-24,Brazil,MG,Contagem/MG,3118601,0,2
2020-03-24,Brazil,MG,Lagoa da Prata/MG,3137205,0,1
2020-03-24,Brazil,MG,Timóteo/MG,3168705,0,1
2020-03-24,Brazil,PE,FORA DO ESTADO/PE,26,0,1
2020-03-24,Brazil,PE,Caruaru/PE,2604106,0,1
2020-03-24,Brazil,PE,Petrolina/PE,2611101,0,1
2020-03-24,Brazil,GO,Catalão/GO,5205109,0,1
2020-03-24,Brazil,PA,Marabá/PA,1504208,0,1
2020-03-24,Brazil,PB,Igaracy/PB,2502607,0,1
2020-03-24,Brazil,RS,Rio Grande/RS,4315602,0,1
2020-03-24,Brazil,RS,Santiago/RS,4317400,0,1
2020-03-24,Brazil,RS,Sapiranga/RS,4319901,0,1
2020-03-24,Brazil,RS,Cruzeiro do Sul/RS,4306205,0,1
2020-03-24,Brazil,SC,Porto Belo/SC,4213500,0,2
2020-03-24,Brazil,SC,Gaspar/SC,4205902,0,1
2020-03-24,Brazil,SC,Içara/SC,4207007,0,1
2020-03-24,Brazil,ES,Serra/ES,3205002,0,1
2020-03-24,Brazil,ES,Santa Teresa/ES,3204609,0,1
2020-03-24,Brazil,AL,FORA DO ESTADO/AL,27,0,1
2020-03-24,Brazil,TOTAL,TOTAL,0,310,2269
2020-03-25,Brazil,SP,São Paulo/SP,3550308,15,733
2020-03-25,Brazil,RJ,Rio de Janeiro/RJ,3304557,56,332
2020-03-25,Brazil,DF,Brasília/DF,5300108,18,195
2020-03-25,Brazil,SP,Santana de Parnaíba/SP,3547304,2,4
2020-03-25,Brazil,RJ,Niterói/RJ,3303302,7,19
2020-03-25,Brazil,RS,Porto Alegre/RS,4314902,40,88
2020-03-25,Brazil,PE,Recife/PE,2611606,3,33
2020-03-25,Brazil,RS,Caxias do Sul/RS,4305108,1,3
2020-03-25,Brazil,PR,Curitiba/PR,4106902,20,60
2020-03-25,Brazil,GO,Rio Verde/GO,5218805,1,6
2020-03-25,Brazil,GO,Goiânia/GO,5208707,3,18
2020-03-25,Brazil,BA,Salvador/BA,2927408,9,57
2020-03-25,Brazil,AM,Manaus/AM,1302603,7,52
2020-03-25,Brazil,SC,Joinville/SC,4209102,1,5
2020-03-25,Brazil,SE,Aracaju/SE,2800308,1,13
2020-03-25,Brazil,SP,São Bernardo do Campo/SP,3548708,9,13
2020-03-25,Brazil,SP,São Caetano do Sul/SP,3548807,12,16
2020-03-25,Brazil,CE,Fortaleza/CE,2304400,26,198
2020-03-25,Brazil,MG,Belo Horizonte/MG,3106200,3,92
2020-03-25,Brazil,AC,Rio Branco/AC,1200401,2,23
2020-03-25,Brazil,SP,Santo André/SP,3547809,4,16
2020-03-25,Brazil,PR,Pinhais/PR,4119152,1,3
2020-03-25,Brazil,PR,Maringá/PR,4115200,1,2
2020-03-25,Brazil,PR,Foz do Iguaçu/PR,4108304,1,5
2020-03-25,Brazil,PA,Belém/PA,1501402,2,6
2020-03-25,Brazil,PB,João Pessoa/PB,2507507,2,4
2020-03-25,Brazil,SP,Cotia/SP,3513009,3,5
2020-03-25,Brazil,SC,ESTRANGEIRO/SC,42,1,3
2020-03-25,Brazil,RS,Torres/RS,4321501,2,6
2020-03-25,Brazil,RS,Sant'Ana do Livramento/RS,4317103,1,4
2020-03-25,Brazil,AP,Macapá/AP,1600303,1,2
2020-03-25,Brazil,SC,Itajaí/SC,4208203,2,12
2020-03-25,Brazil,SC,Criciúma/SC,4204608,2,11
2020-03-25,Brazil,SP,Osasco/SP,3534401,2,3
2020-03-25,Brazil,SP,Mogi das Cruzes/SP,3530607,3,4
2020-03-25,Brazil,MT,Cuiabá/MT,5103403,1,6
2020-03-25,Brazil,PR,Ponta Grossa/PR,4119905,2,3
2020-03-25,Brazil,SC,Gravatal/SC,4206207,1,3
2020-03-25,Brazil,MT,Várzea Grande/MT,5108402,1,2
2020-03-25,Brazil,PR,FORA DO ESTADO/PR,41,1,6
2020-03-25,Brazil,SC,Blumenau/SC,4202404,2,9
2020-03-25,Brazil,PE,FORA DO ESTADO/PE,26,1,2
2020-03-25,Brazil,RS,Rio Grande/RS,4315602,1,2
2020-03-25,Brazil,RJ,Volta Redonda/RJ,3306305,2,6
2020-03-25,Brazil,RJ,Duque de Caxias/RJ,3301702,1,2
2020-03-25,Brazil,RS,Anta Gorda/RS,4300703,1,2
2020-03-25,Brazil,PA,Ananindeua/PA,1500800,2,2
2020-03-25,Brazil,BA,São Domingos/BA,2928950,1,1
2020-03-25,Brazil,SP,NÃO ESPECIFICADA/SP,35,1,1
2020-03-25,Brazil,SP,Ribeirão Pires/SP,3543303,1,1
2020-03-25,Brazil,RJ,Valença/RJ,3306107,1,1
2020-03-25,Brazil,AL,Porto Real do Colégio/AL,2707503,1,1
2020-03-25,Brazil,RS,Pelotas/RS,4314407,1,1
2020-03-25,Brazil,RS,Cerro Grande do Sul/RS,4305173,1,1
2020-03-25,Brazil,RS,Dom Pedrito/RS,4306601,1,1
2020-03-25,Brazil,PR,Faxinal/PR,4107603,1,1
2020-03-25,Brazil,PR,Campo Mourão/PR,4104303,1,1
2020-03-25,Brazil,SC,Balneário Arroio do Silva/SC,4201950,1,1
2020-03-25,Brazil,SC,Canelinha/SC,4203709,1,1
2020-03-25,Brazil,SC,São Pedro de Alcântara/SC,4217253,1,1
2020-03-25,Brazil,BA,Ilhéus/BA,2913606,1,1
2020-03-25,Brazil,BA,Canarana/BA,2906204,1,1
2020-03-25,Brazil,GO,Silvânia/GO,5220603,1,1
2020-03-25,Brazil,GO,Luziânia/GO,5212501,1,1
2020-03-25,Brazil,RJ,Barra Mansa/RJ,3300407,0,1
2020-03-25,Brazil,ES,Vila Velha/ES,3205200,0,17
2020-03-25,Brazil,BA,Feira de Santana/BA,2910800,0,8
2020-03-25,Brazil,AL,Maceió/AL,2704302,0,9
2020-03-25,Brazil,MG,Divinópolis/MG,3122306,0,1
2020-03-25,Brazil,RS,Campo Bom/RS,4303905,0,2
2020-03-25,Brazil,PR,Cianorte/PR,4105508,0,6
2020-03-25,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,1
2020-03-25,Brazil,SC,Florianópolis/SC,4205407,0,16
2020-03-25,Brazil,MG,Ipatinga/MG,3131307,0,1
2020-03-25,Brazil,RN,Natal/RN,2408102,0,9
2020-03-25,Brazil,SC,Rancho Queimado/SC,4214300,0,2
2020-03-25,Brazil,PE,ESTRANGEIRO/PE,26,0,3
2020-03-25,Brazil,MS,Campo Grande/MS,5002704,0,22
2020-03-25,Brazil,MG,Juiz de Fora/MG,3136702,0,8
2020-03-25,Brazil,MG,Patrocínio/MG,3148103,0,1
2020-03-25,Brazil,ES,Linhares/ES,3203205,0,3
2020-03-25,Brazil,ES,Vitória/ES,3205309,0,15
2020-03-25,Brazil,SP,Carapicuíba/SP,3510609,0,2
2020-03-25,Brazil,SC,Braço do Norte/SC,4202800,0,9
2020-03-25,Brazil,MG,Coronel Fabriciano/MG,3119401,0,1
2020-03-25,Brazil,SP,Mauá/SP,3529401,0,2
2020-03-25,Brazil,CE,Aquiraz/CE,2301000,0,6
2020-03-25,Brazil,GO,Anápolis/GO,5201108,0,3
2020-03-25,Brazil,BA,Porto Seguro/BA,2925303,0,8
2020-03-25,Brazil,PE,Belo Jardim/PE,2601706,0,1
2020-03-25,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,3
2020-03-25,Brazil,BA,Prado/BA,2925501,0,2
2020-03-25,Brazil,MG,Nova Lima/MG,3144805,0,7
2020-03-25,Brazil,MG,Sete Lagoas/MG,3167202,0,2
2020-03-25,Brazil,MG,Uberlândia/MG,3170206,0,7
2020-03-25,Brazil,PR,Campo Largo/PR,4104204,0,1
2020-03-25,Brazil,PR,Londrina/PR,4113700,0,3
2020-03-25,Brazil,TO,Palmas/TO,1721000,0,7
2020-03-25,Brazil,GO,Jataí/GO,5211909,0,1
2020-03-25,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,2
2020-03-25,Brazil,SC,Balneário Camboriú/SC,4202008,0,7
2020-03-25,Brazil,SE,Propriá/SE,2805703,0,2
2020-03-25,Brazil,RJ,Guapimirim/RJ,3301850,0,1
2020-03-25,Brazil,SP,Jaguariúna/SP,3524709,0,1
2020-03-25,Brazil,SP,São José do Rio Preto/SP,3549805,0,1
2020-03-25,Brazil,SP,Campinas/SP,3509502,0,4
2020-03-25,Brazil,SP,Guarulhos/SP,3518800,0,5
2020-03-25,Brazil,SP,Barueri/SP,3505708,0,1
2020-03-25,Brazil,MG,Uberaba/MG,3170107,0,3
2020-03-25,Brazil,SC,Tubarão/SC,4218707,0,8
2020-03-25,Brazil,CE,Sobral/CE,2312908,0,4
2020-03-25,Brazil,RS,Serafina Corrêa/RS,4320404,0,3
2020-03-25,Brazil,RS,Farroupilha/RS,4307906,0,1
2020-03-25,Brazil,SC,São José/SC,4216602,0,5
2020-03-25,Brazil,MS,Sidrolândia/MS,5007901,0,1
2020-03-25,Brazil,BA,Lauro de Freitas/BA,2919207,0,3
2020-03-25,Brazil,BA,Itabuna/BA,2914802,0,1
2020-03-25,Brazil,RJ,Miguel Pereira/RJ,3302908,0,1
2020-03-25,Brazil,RS,Bagé/RS,4301602,0,7
2020-03-25,Brazil,RS,Alvorada/RS,4300604,0,2
2020-03-25,Brazil,RS,Erechim/RS,4307005,0,3
2020-03-25,Brazil,PI,Teresina/PI,2211001,0,8
2020-03-25,Brazil,SP,Taubaté/SP,3554102,0,1
2020-03-25,Brazil,SP,Suzano/SP,3552502,0,1
2020-03-25,Brazil,RO,Ji-Paraná/RO,1100122,0,1
2020-03-25,Brazil,CE,Juazeiro do Norte/CE,2307304,0,1
2020-03-25,Brazil,CE,NÃO ESPECIFICADA/CE,23,0,1
2020-03-25,Brazil,SC,Navegantes/SC,4211306,0,3
2020-03-25,Brazil,SC,Pomerode/SC,4213203,0,1
2020-03-25,Brazil,SC,Jaraguá do Sul/SC,4208906,0,2
2020-03-25,Brazil,SC,Imbituba/SC,4207304,0,4
2020-03-25,Brazil,SC,Chapecó/SC,4204202,0,2
2020-03-25,Brazil,PR,Guaíra/PR,4108809,0,1
2020-03-25,Brazil,BA,Camaçari/BA,2905701,0,1
2020-03-25,Brazil,RJ,Petrópolis/RJ,3303906,0,3
2020-03-25,Brazil,RS,Ivoti/RS,4310801,0,2
2020-03-25,Brazil,RS,Charqueadas/RS,4305355,0,1
2020-03-25,Brazil,RS,São Leopoldo/RS,4318705,0,1
2020-03-25,Brazil,RS,Taquara/RS,4321204,0,1
2020-03-25,Brazil,RS,Dois Irmãos/RS,4306403,0,1
2020-03-25,Brazil,RS,Eldorado do Sul/RS,4306767,0,1
2020-03-25,Brazil,RS,Canoas/RS,4304606,0,6
2020-03-25,Brazil,ES,Cariacica/ES,3201308,0,1
